Index,ID,Timestamp,Average of latitude,Average of longitude,status,track_id,Temp,Humidity
74,ZXC098,20200321T010819,-10.91004185,-37.05755398,empty,47,0,0
75,ZXC098,20200321T010820,-10.91003964,-37.05755458,empty,47,0,0
76,ZXC098,20200321T010821,-10.91003976,-37.05755471,empty,47,0,0
77,ZXC098,20200321T010822,-10.91007185,-37.05755416,empty,47,0,0
78,ZXC098,20200321T010823,-10.91031127,-37.05754094,empty,47,0,0
79,ZXC098,20200321T010824,-10.91078119,-37.05751856,empty,47,0,0
80,ZXC098,20200321T010825,-10.91146856,-37.05751056,empty,47,0,0
81,ZXC098,20200321T010826,-10.91204248,-37.05752017,empty,47,0,0
82,ZXC098,20200321T010827,-10.9122562,-37.05752295,empty,47,0,0
83,ZXC098,20200321T010828,-10.91241178,-37.05753988,empty,47,0,0
84,ZXC098,20200321T010829,-10.91272204,-37.05752197,empty,47,0,0
85,ZXC098,20200321T010830,-10.91313836,-37.05747955,empty,47,0,0
86,ZXC098,20200321T010831,-10.9136125,-37.05745571,empty,47,0,0
87,ZXC098,20200321T010832,-10.91387221,-37.05743449,empty,47,0,0
88,ZXC098,20200321T010833,-10.91386929,-37.0574327,empty,47,0,0
89,ZXC098,20200321T010834,-10.91386647,-37.05742901,empty,47,0,0
90,ZXC098,20200321T010835,-10.91386708,-37.05742898,empty,47,0,0
91,ZXC098,20200321T010836,-10.91386702,-37.05742903,empty,47,0,0
92,ZXC098,20200321T010837,-10.913867,-37.05742917,empty,47,0,0
93,ZXC098,20200321T010838,-10.91386696,-37.05742916,empty,47,0,0
94,ZXC098,20200321T010839,-10.9138681,-37.05742925,empty,47,0,0
95,ZXC098,20200321T010840,-10.91410484,-37.05742335,empty,47,0,0
96,ZXC098,20200321T010841,-10.91455463,-37.05743176,empty,47,0,0
97,ZXC098,20200321T010842,-10.91520023,-37.05742975,empty,47,0,0
98,ZXC098,20200321T010843,-10.91580364,-37.05740966,empty,47,0,0
99,ZXC098,20200321T010844,-10.91654206,-37.05740436,empty,47,0,0
100,ZXC098,20200321T010845,-10.91712089,-37.05739819,empty,47,0,0
101,ZXC098,20200321T010846,-10.91763943,-37.05739159,empty,47,0,0
102,ZXC098,20200321T010847,-10.91797614,-37.05739711,empty,47,0,0
103,ZXC098,20200321T010848,-10.91801253,-37.05740515,empty,47,0,0
104,ZXC098,20200321T010849,-10.91800629,-37.05740431,empty,47,0,0
105,ZXC098,20200321T010850,-10.91800102,-37.05739474,empty,47,0,0
106,ZXC098,20200321T010851,-10.91800088,-37.05739453,empty,47,0,0
107,ZXC098,20200321T010852,-10.91800088,-37.05739452,empty,47,0,0
108,ZXC098,20200321T010853,-10.91800087,-37.05739462,empty,47,0,0
109,ZXC098,20200321T010854,-10.91800074,-37.05739471,empty,47,0,0
110,ZXC098,20200321T010855,-10.91817376,-37.05738804,empty,47,0,0
111,ZXC098,20200321T010856,-10.91858285,-37.05739372,empty,47,0,0
112,ZXC098,20200321T010857,-10.91903855,-37.05739347,empty,47,0,0
113,ZXC098,20200321T010858,-10.91974556,-37.05738168,empty,47,0,0
114,ZXC098,20200321T010859,-10.92036369,-37.05736984,empty,47,0,0
115,ZXC098,20200321T011000,-10.92095458,-37.05736093,empty,47,0,0
116,ZXC098,20200321T011001,-10.92154024,-37.05735855,empty,47,0,0
117,ZXC098,20200321T011002,-10.92218018,-37.05735121,empty,47,0,0
118,ZXC098,20200321T011003,-10.92262345,-37.05735259,empty,47,0,0
119,ZXC098,20200321T011004,-10.92306965,-37.05735708,empty,47,0,0
120,ZXC098,20200321T011005,-10.9237247,-37.05735436,empty,47,0,0
121,ZXC098,20200321T011006,-10.92430495,-37.05735555,empty,47,0,0
122,ZXC098,20200321T011007,-10.92484106,-37.05733175,empty,47,0,0
123,ZXC098,20200321T011008,-10.9254525,-37.05743987,empty,47,0,0
124,ZXC098,20200321T011009,-10.9259015,-37.05783669,empty,47,0,0
125,ZXC098,20200321T011010,-10.92613526,-37.05803215,empty,47,0,0
126,ZXC098,20200321T011011,-10.92615762,-37.05805919,empty,47,0,0
127,ZXC098,20200321T011012,-10.92615773,-37.05806781,empty,47,0,0
128,ZXC098,20200321T011013,-10.92615864,-37.05807354,empty,47,0,0
129,ZXC098,20200321T011014,-10.9261587,-37.05807381,empty,47,0,0
130,ZXC098,20200321T011015,-10.92615873,-37.05807396,empty,47,0,0
131,ZXC098,20200321T011016,-10.92624323,-37.05813988,empty,47,0,0
132,ZXC098,20200321T011017,-10.92648175,-37.05835367,empty,47,0,0
133,ZXC098,20200321T011018,-10.92690423,-37.05871563,empty,47,0,0
134,ZXC098,20200321T011019,-10.92739562,-37.05916371,empty,47,0,0
135,ZXC098,20200321T011020,-10.92792359,-37.05960983,empty,47,0,0
136,ZXC098,20200321T011021,-10.92846179,-37.06006605,empty,47,0,0
137,ZXC098,20200321T011022,-10.92908445,-37.06034855,empty,47,0,0
138,ZXC098,20200321T011023,-10.92951417,-37.06050941,empty,47,0,0
139,ZXC098,20200321T011024,-10.9297746,-37.06062962,empty,47,0,0
140,ZXC098,20200321T011025,-10.93014284,-37.06078828,empty,47,0,0
141,ZXC098,20200321T011026,-10.93061031,-37.06101497,empty,47,0,0
142,ZXC098,20200321T011027,-10.9312467,-37.06122397,empty,47,0,0
143,ZXC098,20200321T011028,-10.93195975,-37.061498,empty,47,0,0
144,ZXC098,20200321T011029,-10.93254604,-37.06170212,empty,47,0,0
145,ZXC098,20200321T011030,-10.93305625,-37.0618802,empty,47,0,0
146,ZXC098,20200321T011031,-10.93324462,-37.0619517,empty,47,0,0
147,ZXC098,20200321T011032,-10.93324392,-37.06193623,empty,47,0,0
148,ZXC098,20200321T011033,-10.93342598,-37.06203705,empty,47,0,0
149,ZXC098,20200321T011034,-10.93372273,-37.06215583,empty,47,0,0
150,ZXC098,20200321T011035,-10.9341542,-37.06241329,empty,47,0,0
151,ZXC098,20200321T011036,-10.93463682,-37.06271015,empty,47,0,0
152,ZXC098,20200321T011037,-10.93521146,-37.06291555,empty,47,0,0
153,ZXC098,20200321T011038,-10.93583086,-37.06298292,empty,47,0,0
154,ZXC098,20200321T011039,-10.93643914,-37.06300137,empty,47,0,0
155,ZXC098,20200321T011040,-10.93696537,-37.06311304,empty,47,0,0
156,ZXC098,20200321T011041,-10.93742607,-37.06340082,empty,47,0,0
157,ZXC098,20200321T011042,-10.93807974,-37.0635898,empty,47,0,0
158,ZXC098,20200321T011043,-10.93877524,-37.06369765,empty,47,0,0
159,ZXC098,20200321T011044,-10.93946496,-37.06403517,empty,47,0,0
160,ZXC098,20200321T011045,-10.94010576,-37.06473157,empty,47,0,0
161,ZXC098,20200321T011046,-10.94066651,-37.06537413,empty,47,0,0
162,ZXC098,20200321T011047,-10.94100124,-37.06579414,empty,47,0,0
163,ZXC098,20200321T011048,-10.94113281,-37.06594683,empty,47,0,0
164,ZXC098,20200321T011049,-10.94130623,-37.06607469,empty,47,0,0
165,ZXC098,20200321T011050,-10.94152867,-37.06635442,empty,47,0,0
166,ZXC098,20200321T011051,-10.94184126,-37.06672218,empty,47,0,0
167,ZXC098,20200321T011052,-10.941939,-37.06683402,empty,47,0,0
168,ZXC098,20200321T011053,-10.94194583,-37.06682702,empty,47,0,0
169,ZXC098,20200321T011054,-10.94193203,-37.06682834,empty,47,0,0
170,ZXC098,20200321T011055,-10.94193237,-37.06682889,empty,47,0,0
171,ZXC098,20200321T011056,-10.94193237,-37.06682915,empty,47,0,0
172,ZXC098,20200321T011057,-10.94193244,-37.06682943,empty,47,0,0
173,ZXC098,20200321T011058,-10.94193282,-37.06683002,empty,47,0,0
174,ZXC098,20200321T011059,-10.94204458,-37.06697732,empty,47,0,0
175,ZXC098,20200321T011200,-10.94226467,-37.06725797,empty,47,0,0
176,ZXC098,20200321T011201,-10.94268395,-37.06770504,empty,47,0,0
177,ZXC098,20200321T011202,-10.943173,-37.06826886,empty,47,0,0
178,ZXC098,20200321T011203,-10.94362983,-37.06881549,empty,47,0,0
179,ZXC098,20200321T011204,-10.9440093,-37.06924585,empty,47,0,0
180,ZXC098,20200321T011205,-10.94434408,-37.06965748,empty,47,0,0
181,ZXC098,20200321T011206,-10.94468652,-37.07004749,empty,47,0,0
182,ZXC098,20200321T011207,-10.94502274,-37.07047478,empty,47,0,0
183,ZXC098,20200321T011208,-10.94544007,-37.07097697,empty,47,0,0
184,ZXC098,20200321T011209,-10.94580374,-37.07132123,empty,47,0,0
185,ZXC098,20200321T011210,-10.94614893,-37.0717186,empty,47,0,0
186,ZXC098,20200321T011211,-10.9464278,-37.07204595,empty,47,0,0
187,ZXC098,20200321T011212,-10.94682858,-37.072567,empty,47,0,0
188,ZXC098,20200321T011213,-10.9471758,-37.073078,empty,47,0,0
189,ZXC098,20200321T011214,-10.94738801,-37.07348217,empty,47,0,0
190,ZXC098,20200321T011215,-10.947266,-37.07370164,empty,47,0,0
191,ZXC098,20200321T011216,-10.94697445,-37.07360331,empty,47,0,0
192,ZXC098,20200321T011217,-10.94711995,-37.07335416,empty,47,0,0
193,ZXC098,20200321T011218,-10.94750909,-37.07299502,empty,47,0,0
194,ZXC098,20200321T011219,-10.94786159,-37.07284255,empty,47,0,0
195,ZXC098,20200321T011220,-10.94779063,-37.07320155,empty,47,0,0
196,ZXC098,20200321T011221,-10.9474597,-37.073063,empty,47,0,0
197,ZXC098,20200321T011222,-10.94721316,-37.07284459,empty,47,0,0
198,ZXC098,20200321T011223,-10.94690314,-37.07243506,empty,47,0,0
199,ZXC098,20200321T011224,-10.94658237,-37.07200908,empty,47,0,0
200,ZXC098,20200321T011225,-10.94622006,-37.07155464,empty,47,0,0
201,ZXC098,20200321T011226,-10.94637868,-37.07129699,empty,47,0,0
202,ZXC098,20200321T011227,-10.94668607,-37.07102357,empty,47,0,0
203,ZXC098,20200321T011228,-10.94683361,-37.07096635,empty,47,0,0
204,ZXC098,20200321T011229,-10.9467552,-37.07108926,empty,47,0,0
205,ZXC098,20200321T011230,-10.94674316,-37.07124359,empty,47,0,0
206,ZXC098,20200321T011231,-10.94687095,-37.07138545,empty,47,0,0
207,ZXC098,20200321T011232,-10.94701894,-37.07154374,empty,47,0,0
208,ZXC098,20200321T011233,-10.94726318,-37.07149202,empty,47,0,0
209,ZXC098,20200321T011234,-10.94738018,-37.07133287,empty,47,0,0
210,ZXC098,20200321T011235,-10.94741948,-37.07116378,empty,47,0,0
211,ZXC098,20200321T011236,-10.94738828,-37.0710937,empty,47,0,0
212,ZXC098,20200321T011237,-10.94740176,-37.07110959,empty,47,0,0
213,ZXC098,20200321T011238,-10.94740651,-37.07111904,empty,47,0,0
214,ZXC098,20200321T011239,-10.9474044,-37.07114198,empty,47,0,0
215,ZXC098,20200321T011240,-10.94740427,-37.07114874,empty,47,0,0
216,ZXC098,20200321T011241,-10.94740419,-37.07114875,empty,47,0,0
217,ZXC098,20200321T011242,-10.94740421,-37.07114872,empty,47,0,0
218,ZXC098,20200321T011243,-10.94738064,-37.07111784,empty,47,0,0
219,ZXC098,20200321T011244,-10.94730905,-37.07102688,empty,47,0,0
220,ZXC098,20200321T011245,-10.94721781,-37.07091015,empty,47,0,0
221,ZXC098,20200321T011246,-10.94707886,-37.07081713,empty,47,0,0
222,ZXC098,20200321T011247,-10.9469778,-37.07088307,empty,47,0,0
223,ZXC098,20200321T011248,-10.94688606,-37.07091845,empty,47,0,0
224,ZXC098,20200321T011249,-10.89671512,-37.05339375,loaded,153,-11,28
225,ZXC098,20200321T011500,-10.89671518,-37.05339425,loaded,153,-11,28
226,ZXC098,20200321T011501,-10.89673162,-37.05336066,loaded,153,-11,28
227,ZXC098,20200321T011502,-10.89670295,-37.053348,loaded,153,-11,28
228,ZXC098,20200321T011503,-10.89666963,-37.05338382,loaded,153,-11,28
229,ZXC098,20200321T011504,-10.89664827,-37.05341154,loaded,153,-11,28
230,ZXC098,20200321T011505,-10.89661997,-37.05344404,loaded,153,-11,28
231,ZXC098,20200321T011506,-10.89661397,-37.05345297,loaded,153,-11,28
232,ZXC098,20200321T011507,-10.89662147,-37.05343659,loaded,153,-11,28
233,ZXC098,20200321T011508,-10.89661683,-37.05344373,loaded,153,-11,28
234,ZXC098,20200321T011509,-10.89671723,-37.05336609,loaded,153,-11,28
235,ZXC098,20200321T011510,-10.89669434,-37.05334582,loaded,153,-11,28
236,ZXC098,20200321T011511,-10.89667555,-37.05337049,loaded,153,-11,28
237,ZXC098,20200321T011512,-10.89667274,-37.05336026,loaded,153,-11,28
238,ZXC098,20200321T011513,-10.89667571,-37.05335844,loaded,153,-11,28
239,ZXC098,20200321T011514,-10.89663516,-37.05334766,loaded,153,-11,28
240,ZXC098,20200321T011515,-10.8965034,-37.05331041,loaded,153,-11,28
241,ZXC098,20200321T011516,-10.89632281,-37.05328941,loaded,153,-11,28
242,ZXC098,20200321T011517,-10.89622852,-37.0532732,loaded,153,-11,28
243,ZXC098,20200321T011518,-10.8962242,-37.05327471,loaded,153,-11,28
244,ZXC098,20200321T011519,-10.89618482,-37.05311839,loaded,153,-11,28
245,ZXC098,20200321T011520,-10.89612534,-37.05285374,loaded,153,-11,28
246,ZXC098,20200321T011521,-10.8960875,-37.05275179,loaded,153,-11,28
247,ZXC098,20200321T011522,-10.89610592,-37.05275963,loaded,153,-11,30
248,ZXC098,20200321T011523,-10.89600143,-37.0527253,loaded,153,-11,30
249,ZXC098,20200321T011723,-10.89571663,-37.0527298,loaded,153,-11,30
250,ZXC098,20200321T011724,-10.89529907,-37.05264549,loaded,153,-11,30
251,ZXC098,20200321T011725,-10.89501463,-37.05236979,loaded,153,-11,30
252,ZXC098,20200321T011726,-10.89509844,-37.05194053,loaded,153,-11,30
253,ZXC098,20200321T011727,-10.89518841,-37.05150734,loaded,153,-11,30
254,ZXC098,20200321T011728,-10.8952672,-37.05131369,loaded,153,-11,30
255,ZXC098,20200321T011729,-10.89525691,-37.05132673,loaded,153,-11,30
256,ZXC098,20200321T011730,-10.89531285,-37.05130646,loaded,153,-11,30
257,ZXC098,20200321T011731,-10.89554753,-37.05121018,loaded,153,-11,30
258,ZXC098,20200321T011732,-10.8958669,-37.05116584,loaded,153,-11,30
259,ZXC098,20200321T011733,-10.89636426,-37.05108115,loaded,153,-11,30
260,ZXC098,20200321T011734,-10.89680773,-37.05100172,loaded,153,-11,30
261,ZXC098,20200321T011735,-10.89723684,-37.05092556,loaded,153,-11,30
262,ZXC098,20200321T011736,-10.89770013,-37.0509153,loaded,153,-11,30
263,ZXC098,20200321T011737,-10.89802389,-37.05084124,loaded,153,-11,30
264,ZXC098,20200321T011738,-10.89840157,-37.05076919,loaded,153,-11,30
265,ZXC098,20200321T011739,-10.89884988,-37.05072401,loaded,153,-11,30
266,ZXC098,20200321T012010,-10.89911541,-37.05066363,loaded,153,-11,30
267,ZXC098,20200321T012011,-10.8993749,-37.05065346,loaded,153,-11,30
268,ZXC098,20200321T012012,-10.89959176,-37.05060865,loaded,153,-11,30
269,ZXC098,20200321T012013,-10.89995329,-37.05053219,loaded,153,-11,30
270,ZXC098,20200321T012014,-10.9005497,-37.05045489,loaded,153,-11,30
271,ZXC098,20200321T012015,-10.90108509,-37.05038526,loaded,153,-11,30
272,ZXC098,20200321T012016,-10.9015713,-37.05030184,loaded,153,-11,30
273,ZXC098,20200321T012017,-10.90199252,-37.05036057,loaded,153,-11,30
274,ZXC098,20200321T012018,-10.90210259,-37.05038381,loaded,153,-11,30
275,ZXC098,20200321T012019,-10.9020629,-37.05039336,loaded,153,-11,30
276,ZXC098,20200321T012020,-10.90206934,-37.05039859,loaded,153,-11,30
277,ZXC098,20200321T012021,-10.90207245,-37.05040415,loaded,153,-11,30
278,ZXC098,20200321T012022,-10.90207184,-37.0504052,loaded,153,-11,30
279,ZXC098,20200321T012023,-10.90207182,-37.0504055,loaded,153,-11,30
280,ZXC098,20200321T012024,-10.90207158,-37.05040538,loaded,153,-11,30
281,ZXC098,20200321T012025,-10.9020717,-37.05040545,loaded,153,-11,30
282,ZXC098,20200321T012026,-10.90207183,-37.05040533,loaded,153,-11,30
283,ZXC098,20200321T012027,-10.90207177,-37.05040584,loaded,153,-11,30
284,ZXC098,20200321T012028,-10.90215385,-37.05039264,loaded,153,-11,30
285,ZXC098,20200321T012029,-10.90232844,-37.05039233,loaded,153,-11,30
286,ZXC098,20200321T012030,-10.90268281,-37.05047584,loaded,153,-11,30
287,ZXC098,20200321T012031,-10.90312851,-37.05044312,loaded,153,-11,30
288,ZXC098,20200321T012231,-10.90357086,-37.05047865,loaded,153,-11,30
289,ZXC098,20200321T012232,-10.90385627,-37.05046279,loaded,153,-11,30
290,ZXC098,20200321T012233,-10.90415827,-37.05036719,loaded,153,-11,30
291,ZXC098,20200321T012234,-10.90426436,-37.0499596,loaded,153,-11,30
292,ZXC098,20200321T012235,-10.90425909,-37.04956356,loaded,153,-11,30
293,ZXC098,20200321T012236,-10.90425884,-37.04927786,loaded,153,-11,30
294,ZXC098,20200321T012237,-10.90425227,-37.04897033,loaded,153,-11,30
295,ZXC098,20200321T012238,-10.90421334,-37.04850999,loaded,153,-11,30
296,ZXC098,20200321T012239,-10.90425277,-37.04822096,loaded,153,-11,30
297,ZXC098,20200321T012240,-10.90464089,-37.04816821,loaded,153,-11,30
298,ZXC098,20200321T012241,-10.90510212,-37.04816683,loaded,153,-11,30
299,ZXC098,20200321T012242,-10.905777,-37.04820034,loaded,153,-11,30
300,ZXC098,20200321T012243,-10.9066,-37.04819922,loaded,153,-11,30
301,ZXC098,20200321T012244,-10.90729458,-37.04821252,loaded,153,-11,30
302,ZXC098,20200321T012245,-10.90774592,-37.04810157,loaded,153,-11,28
303,ZXC098,20200321T012246,-10.90791252,-37.04807945,loaded,153,-11,28
304,ZXC098,20200321T012247,-10.90793707,-37.04809462,loaded,153,-11,28
305,ZXC098,20200321T012248,-10.90793955,-37.04809441,loaded,153,-11,28
306,ZXC098,20200321T012249,-10.90794325,-37.04810169,loaded,153,-11,28
307,ZXC098,20200321T012250,-10.90816558,-37.04803789,loaded,153,-11,28
308,ZXC098,20200321T012251,-10.90842849,-37.04803283,loaded,153,-11,28
309,ZXC098,20200321T012252,-10.90863377,-37.04805608,loaded,153,-11,28
310,ZXC098,20200321T012253,-10.90912055,-37.04796399,loaded,153,-11,28
311,ZXC098,20200321T012254,-10.90939684,-37.04802029,loaded,153,-11,28
312,ZXC098,20200321T012255,-10.91038268,-37.04804871,loaded,153,-11,28
313,ZXC098,20200321T012256,-10.91090831,-37.04799044,loaded,153,-11,28
314,ZXC098,20200321T012257,-10.91146112,-37.04802456,loaded,153,-11,28
315,ZXC098,20200321T012258,-10.91196841,-37.04799063,loaded,153,-11,28
316,ZXC098,20200321T012314,-10.91256011,-37.04798353,loaded,153,-11,28
317,ZXC098,20200321T012315,-10.91299323,-37.04789448,loaded,153,-11,28
318,ZXC098,20200321T012316,-10.91349811,-37.04781972,loaded,153,-11,28
319,ZXC098,20200321T012317,-10.91417123,-37.04779316,loaded,153,-11,28
320,ZXC098,20200321T012318,-10.91476935,-37.04781276,loaded,153,-11,28
321,ZXC098,20200321T012319,-10.915576,-37.0477471,loaded,153,-11,28
322,ZXC098,20200321T012320,-10.91616986,-37.04758669,loaded,153,-11,28
323,ZXC098,20200321T012321,-10.91694238,-37.04740112,loaded,153,-11,28
324,ZXC098,20200321T012322,-10.91745341,-37.04721836,loaded,153,-11,28
325,ZXC098,20200321T012323,-10.91786278,-37.04704302,loaded,153,-11,28
326,ZXC098,20200321T012324,-10.91782958,-37.04702066,loaded,153,-11,28
327,ZXC098,20200321T012325,-10.9178262,-37.0470092,loaded,153,-11,28
328,ZXC098,20200321T012326,-10.9178217,-37.04700811,loaded,153,-11,28
329,ZXC098,20200321T012327,-10.91782336,-37.04700672,loaded,153,-11,28
330,ZXC098,20200321T012328,-10.91782608,-37.04700415,loaded,153,-11,28
331,ZXC098,20200321T012329,-10.91804446,-37.04690019,loaded,153,-11,28
332,ZXC098,20200321T012330,-10.91850152,-37.04679985,loaded,153,-11,28
333,ZXC098,20200321T012331,-10.91892531,-37.04664703,loaded,153,-11,28
334,ZXC098,20200321T012332,-10.91941801,-37.0464622,loaded,153,-11,28
335,ZXC098,20200321T012333,-10.91997488,-37.04628182,loaded,153,-11,28
336,ZXC098,20200321T012334,-10.9206891,-37.04591255,loaded,153,-11,28
337,ZXC098,20200321T012335,-10.92142925,-37.04562939,loaded,153,-11,28
338,ZXC098,20200321T012336,-10.92217942,-37.04527224,loaded,153,-11,28
339,ZXC098,20200321T012337,-10.92290312,-37.04491776,loaded,153,-11,28
340,ZXC098,20200321T012338,-10.92361621,-37.04468169,loaded,153,-11,28
341,ZXC098,20200321T012339,-10.92383426,-37.04461164,loaded,153,-11,28
342,ZXC098,20200321T012340,-10.92384811,-37.04462568,loaded,153,-11,28
343,ZXC098,20200321T012341,-10.92383904,-37.04461969,loaded,153,-11,28
344,ZXC098,20200321T012342,-10.92383626,-37.04461825,loaded,153,-11,28
345,ZXC098,20200321T012442,-10.92395638,-37.04460969,loaded,153,-11,28
346,ZXC098,20200321T012443,-10.92421535,-37.04451774,loaded,153,-11,28
347,ZXC098,20200321T012444,-10.9245269,-37.04436424,loaded,153,-11,28
348,ZXC098,20200321T012445,-10.92492761,-37.04421764,loaded,153,-11,28
349,ZXC098,20200321T012446,-10.92571353,-37.04392465,loaded,153,-11,28
350,ZXC098,20200321T012447,-10.92639658,-37.04364921,loaded,153,-11,28
351,ZXC098,20200321T012448,-10.92697873,-37.04345965,loaded,153,-11,28
352,ZXC098,20200321T012449,-10.9275958,-37.04329578,loaded,153,-11,28
353,ZXC098,20200321T012450,-10.92827904,-37.04355393,loaded,153,-11,28
354,ZXC098,20200321T012451,-10.92873345,-37.04398553,loaded,153,-11,28
355,ZXC098,20200321T012501,-10.9291743,-37.04463715,loaded,153,-11,28
356,ZXC098,20200320T011501,-10.9295604,-37.04519268,empty,153,0,0
357,ZXC098,20200320T011502,-10.92995905,-37.04583228,empty,153,0,0
358,ZXC098,20200320T011503,-10.93029671,-37.04627753,empty,153,0,0
359,ZXC098,20200320T011504,-10.93054077,-37.04665024,empty,153,0,0
