Index,Freight,Freight_Box ,Timestamp,Temp,Humidity
258,0ctf01,123451,20200331T180102,3.9,30
259,0ctf01,123451,20200331T190102,4,30
260,0ctf01,123451,20200331T200102,4,30
261,0ctf01,123451,20200331T210102,4,30
262,0ctf01,123451,20200331T220102,4,30
263,0ctf01,123451,20200331T230102,4,30
264,0ctf01,123451,20200401T000000,4,30
265,0ctf01,123451,20200401T010101,4,30
266,0ctf01,123451,20200401T020102,4,30
267,0ctf01,123451,20200401T030102,4,30
268,0ctf01,123451,20200401T040102,4,30
269,0ctf01,123451,20200401T050102,4,30
270,0ctf01,123451,20200401T060102,4,30
271,0ctf01,123451,20200401T070102,4,30
272,0ctf01,123451,20200401T080102,4,30
273,0ctf01,123451,20200401T090102,4,30
274,0ctf01,123451,20200401T100102,4,30
275,0ctf01,123451,20200401T110102,4,30
276,0ctf01,123451,20200401T120102,4,30
277,0ctf01,123451,20200401T130102,4,30
278,0ctf01,123451,20200401T140102,4,30
279,0ctf01,123451,20200401T150102,4,30
280,0ctf01,123451,20200401T160102,4,30
281,0ctf01,123451,20200401T170102,4,30
282,0ctf01,123451,20200401T180102,4,30
283,0ctf01,123451,20200401T190102,4,30
284,0ctf01,123451,20200401T200102,4,30
285,0ctf01,123451,20200401T210102,4,30
286,0ctf01,123451,20200401T220102,4,30
287,0ctf01,123451,20200401T230102,4,30
288,0ctf01,123451,20200402T000000,4,30
289,0ctf01,123451,20200402T010101,4,30
290,0ctf01,123451,20200402T020102,3.8,30
291,0ctf01,123451,20200402T030102,3.8,30
292,0ctf01,123451,20200402T040102,3.8,30
293,0ctf01,123451,20200402T050102,3.8,30
294,0ctf01,123451,20200402T060102,3.8,30
295,0ctf01,123451,20200402T070102,3.8,30
296,0ctf01,123451,20200402T080102,3.8,30
297,0ctf01,123451,20200402T090102,3.8,30
298,0ctf01,123451,20200402T100102,3.8,30
299,0ctf01,123451,20200402T110102,3.8,30
300,0ctf01,123451,20200402T120102,3.8,30
301,0ctf01,123451,20200402T130102,3.8,30
302,0ctf01,123451,20200402T140102,3.8,28
303,0ctf01,123451,20200402T150102,3.8,28
304,0ctf01,123451,20200402T160102,3.8,28
305,0ctf01,123451,20200402T170102,3.8,28
306,0ctf01,123451,20200402T180102,3.8,28
307,0ctf01,123451,20200402T190102,3.8,28
308,0ctf01,123451,20200402T200102,3.8,28
309,0ctf01,123451,20200402T210102,3.8,28
310,0ctf01,123451,20200402T220102,3.8,28
311,0ctf01,123451,20200402T230102,3.8,28
